year,county,waterbody,town,month,number,species,size_inches
2021,Warren,Accessible Pond 1,Hatchery,April,30,Rainbow Trout,9.5
2021,Warren,Accessible Pond 1,Hatchery,April,30,Rainbow Trout,9.3
2021,Warren,Accessible Pond 1,Hatchery,April,30,Rainbow Trout,9.9
2021,Warren,Accessible Pond 1,Hatchery,April,30,Rainbow Trout,9.9
2021,Warren,Accessible Pond 1,Hatchery,March,10,Rainbow Trout,14.9
2021,Warren,Accessible Pond 1,Hatchery,March,30,Rainbow Trout,9.5
2021,Warren,Accessible Pond 1,Hatchery,May,40,Rainbow Trout,9.3
2021,Clinton,Ace Club Pond,Altona,April,130,Rainbow Trout,8.2
2021,Lewis,Alder Creek,High Market,May,160,Brown Trout,13.3
2021,Lewis,Alder Creek,High Market,May,1400,Brown Trout,8.5
2021,Lewis,Alder Creek,High Market,May,70,Brown Trout,13.3
2021,Essex,Alder Meadow Brook,Schroon,March,300,Brook Trout,8.0
2021,Hamilton,Ale Pond,Morehouse,September,450,Brook Trout,3.7
2021,Cattaraugus,Allegheny Reservoir,Coldspring,May,6280,Sauger,1.2
2021,Cattaraugus,Allegheny River,Allegany,May,8940,Muskellunge,0.6
2021,Cattaraugus,Allegheny River,Allegany/Portville,October,1050,Muskellunge,8.7
2021,Allegany,Allen Lake,Allen,April,500,Brown Trout,13.7
2021,Allegany,Allen Lake,Allen,April,1340,Brook Trout,9.6
2021,Allegany,Allen Lake,Allen,April,2440,Rainbow Trout,9.6
2021,Allegany,Allen Lake,Allen,October,590,Brook Trout,12.8
2021,Allegany,Allen Lake,Allen,October,150,Rainbow Trout,21.5
2021,St Lawrence,Allen Pond,Clare,October,600,Brook Trout,4.0
2021,Clinton,Altona School Pond,Altona,April,90,Rainbow Trout,8.2
2021,Westchester,Amawalk Inlet (Muscoot River),Somers,March,50,Brown Trout,13.2
2021,Westchester,Amawalk Inlet (Muscoot River),Somers,March,460,Brown Trout,8.8
2021,Westchester,Amawalk Reservoir,Somers,March,1860,Brown Trout,8.7
2021,Westchester,Amawalk Reservoir,Somers,November,2000,Brown Trout,7.3
2021,Hamilton,Amos Lake,Arietta,September,300,Brook Trout,3.7
2021,Broome,Arctic Lake,Sanford,April,2180,Rainbow Trout,8.7
2021,Suffolk,Argyle Lake,Babylon,March,440,Rainbow Trout,9.2
2021,Suffolk,Argyle Lake,Babylon,March,150,Brown Trout,13.2
2021,Suffolk,Argyle Lake,Babylon,November,120,Brown Trout,12.2
2021,Suffolk,Argyle Lake,Babylon,October,240,Brown Trout,12.2
2021,Otsego,Arnold Lake,Hartwick,April,370,Brown Trout,8.9
2021,Otsego,Arnold Lake,Hartwick,June,1600,Rainbow Trout,3.3
2021,Otsego,Arnold Lake,Hartwick,May,350,Rainbow Trout,9.2
2021,Otsego,Arnold Lake,Hartwick,October,1110,Rainbow Trout,6.5
2021,Ulster,Ashokan Reservoir,Hurley Olive,November,10000,Brown Trout,7.3
2021,Ulster,Ashokan Reservoir,Olive,November,9000,Brown Trout,7.3
2021,Ulster,Ashokan Reservoir (East Basin),Hurley Olive,April,9300,Brown Trout,8.9
2021,Ulster,Ashokan Reservoir (West Basin),Olive,April,8370,Brown Trout,8.9
2021,Orange,Askoti Lake,Tuxedo,April,740,Brown Trout,8.9
2021,Orange,Askoti Lake,Tuxedo,April,100,Brown Trout,13.3
2021,Essex,Ausable River,Chesterfield,May,500,Brown Trout,13.0
2021,Essex,Ausable River,Chesterfield,May,500,Rainbow Trout,13.0
2021,Essex,Ausable River,Jay,April,400,Rainbow Trout,13.0
2021,Essex,Ausable River,Jay,May,400,Brown Trout,13.0
2021,Fulton,Ayers Creek,Stratford,April,40,Brown Trout,13.5
2021,Fulton,Ayers Creek,Stratford,April,360,Brown Trout,8.7
2021,Essex,Baily Pond,Schroon,September,400,Brook Trout,3.9
2021,Essex,Balfour Lake,Minerva,April,650,Rainbow Trout,8.5
2021,Essex,Balfour Lake,Minerva,May,650,Rainbow Trout,9.0
2021,Schuyler,Ballard Pond,Hector,April,270,Brook Trout,8.3
2021,Hamilton,Balsam Lake,Arietta,October,1600,Brook Trout,4.0
2021,Essex,Barkeater Pond,Keene,May,125,Rainbow Trout,18.0
2021,Essex,Barkeater Pond,Keene,May,200,Rainbow Trout,13.0
2021,Essex,Barkeater Pond,Keene,May,100,Brown Trout,13.0
2021,Hamilton,Barker Pond,Indian Lake,September,300,Brook Trout,4.0
2021,Essex,Bartlett Pond,Moriah,April,300,Brown Trout,13.0
2021,Essex,Bartlett Pond,North Elba,October,200,Brook Trout,4.0
2021,Greene,Basic Creek,Greenville,May,30,Brown Trout,13.7
2021,Greene,Basic Creek,Greenville,May,310,Rainbow Trout,8.9
2021,Albany,Basic Creek,Westerlo,April,30,Brown Trout,13.7
2021,Albany,Basic Creek,Westerlo,April,260,Rainbow Trout,9.2
2021,Essex,Bass Lake,North Hudson,May,350,Rainbow Trout,8.3
2021,Otsego,Basswood Pond,Burlington,May,90,Rainbow Trout,9.5
2021,Otsego,Basswood Pond,Burlington,May,280,Brown Trout,8.8
2021,Otsego,Basswood Pond,Burlington,May,130,Brown Trout,14.1
2021,Otsego,Basswood Pond,Burlington,November,65,Rainbow Trout,12.1
2021,Otsego,Basswood Pond,Burlington,November,850,Rainbow Trout,7.0
2021,Greene,Batavia Kill,Ashland,April,390,Brown Trout,13.5
2021,Greene,Batavia Kill,Ashland,April,3520,Brown Trout,8.8
2021,Greene,Batavia Kill,Windham,April,50,Brown Trout,13.5
2021,Greene,Batavia Kill,Windham,April,50,Brown Trout,13.5
2021,Greene,Batavia Kill,Windham,April,50,Brown Trout,13.5
2021,Greene,Batavia Kill,Windham,April,410,Brown Trout,8.8
2021,Greene,Batavia Kill,Windham,April,430,Brown Trout,8.8
2021,Greene,Batavia Kill,Windham,April,470,Brown Trout,8.8
2021,Washington,Batten Kill,Greenwich,April,240,Brown Trout,13.3
2021,Washington,Batten Kill,Greenwich,April,2180,Brown Trout,8.7
2021,Washington,Batten Kill,Greenwich,June,220,Brown Trout,13.1
2021,Washington,Batten Kill,Greenwich,June,1000,Brown Trout,9.0
2021,Washington,Batten Kill,Greenwich,May,1000,Brown Trout,8.8
2021,Washington,Batten Kill,Greenwich,May,1000,Brown Trout,8.9
2021,Washington,Batten Kill,Greenwich,May,110,Brown Trout,13.6
2021,Washington,Batten Kill,Greenwich,May,1000,Brown Trout,8.8
2021,Washington,Batten Kill,Greenwich,May,110,Brown Trout,13.6
2021,Washington,Batten Kill,Greenwich,May,110,Brown Trout,13.2
2021,Washington,Batten Kill,Salem,April,500,Brown Trout,8.9
2021,Washington,Batten Kill,Salem,April,500,Brown Trout,8.7
2021,Washington,Batten Kill,Salem,April,60,Brown Trout,13.3
2021,Washington,Batten Kill,Salem,April,10,Brown Trout,13.3
2021,Washington,Batten Kill,Salem,April,50,Brown Trout,13.1
2021,Washington,Batten Kill,Salem,June,2560,Brown Trout,9.0
2021,Washington,Batten Kill,Salem,June,480,Brown Trout,13.1
2021,Washington,Batten Kill,Salem,May,500,Brown Trout,8.9
2021,Washington,Batten Kill,Salem,May,2560,Brown Trout,8.8
2021,Washington,Batten Kill,Salem,May,2560,Brown Trout,8.9
2021,Washington,Batten Kill,Salem,May,280,Brown Trout,13.6
2021,Washington,Batten Kill,Salem,May,280,Brown Trout,13.2
2021,Washington,Batten Kill,Salem,May,280,Brown Trout,13.6
2021,Washington,Batten Kill,Salem,May,60,Brown Trout,13.3
2021,Washington,Batten Kill,Salem,May,500,Brown Trout,8.7
2021,Washington,Batten Kill,Salem,May,60,Brown Trout,13.1
2021,Washington,Batten Kill,Salem,May,2560,Brown Trout,8.8
2021,Hamilton,Bear Lake,Morehouse,September,400,Brook Trout,3.7
2021,Chautauqua,Bear Lake,Pomfret,June,3344,Walleye,1.5
2021,Chautauqua,Bear Lake,Stockton,October,550,Muskellunge,8.8
2021,Chautauqua,Bear Lake Outlet,Stockton,April,40,Brown Trout,13.1
2021,Chautauqua,Bear Lake Outlet,Stockton,April,340,Rainbow Trout,9.5
2021,Hamilton,Bear Pond,Arietta,September,300,Brook Trout,3.8
2021,Franklin,Bear Pond,Harrietstown,October,1400,Brook Trout,4.0
2021,Essex,Bear Pond,Ticonderoga,September,800,Brook Trout,3.9
2021,Herkimer,Bear Pond,Webb,October,2800,Brook Trout,4.0
2021,Herkimer,Beardsley Lake,Manheim,April,3810,Brown Trout,8.6
2021,Herkimer,Beardsley Lake,Manheim,June,3830,Walleye,1.4
2021,Sullivan,Beaver Brook,Highland,April,40,Brown Trout,13.7
2021,Sullivan,Beaver Brook,Highland,April,320,Brown Trout,8.8
2021,Essex,Beaver Brook,Wilmington,May,300,Brook Trout,8.0
2021,Madison,Beaver Creek,Brookfield,April,1070,Brown Trout,8.6
2021,Madison,Beaver Creek,Brookfield,April,120,Brown Trout,13.3
2021,Delaware,Beaver Kill,Colchester,April,680,Brown Trout,8.7
2021,Delaware,Beaver Kill,Colchester,April,100,Brown Trout,13.1
2021,Delaware,Beaver Kill,Colchester,April,80,Brown Trout,13.4
2021,Delaware,Beaver Kill,Colchester,April,900,Brown Trout,8.7
2021,Delaware,Beaver Kill,Colchester,April,60,Brown Trout,13.1
2021,Delaware,Beaver Kill,Colchester,April,570,Brown Trout,8.7
2021,Delaware,Beaver Kill,Colchester,April,80,Brown Trout,13.1
2021,Delaware,Beaver Kill,Colchester,April,680,Brown Trout,8.8
2021,Delaware,Beaver Kill,Colchester,April,570,Brown Trout,8.8
2021,Delaware,Beaver Kill,Colchester,April,100,Brown Trout,13.4
2021,Delaware,Beaver Kill,Colchester,April,60,Brown Trout,13.4
2021,Delaware,Beaver Kill,Colchester,April,900,Brown Trout,8.8
2021,Delaware,Beaver Kill,Colchester,May,900,Brown Trout,8.8
2021,Delaware,Beaver Kill,Colchester,May,570,Brown Trout,8.8
2021,Delaware,Beaver Kill,Colchester,May,100,Brown Trout,14.1
2021,Delaware,Beaver Kill,Colchester,May,60,Brown Trout,14.1
2021,Delaware,Beaver Kill,Colchester,May,680,Brown Trout,8.8
2021,Delaware,Beaver Kill,Colchester,May,80,Brown Trout,14.1
2021,Delaware,Beaver Kill,Colchester,May,570,Brown Trout,8.9
2021,Delaware,Beaver Kill,Colchester,May,150,Brown Trout,13.6
2021,Delaware,Beaver Kill,Colchester,May,900,Brown Trout,8.9
2021,Delaware,Beaver Kill,Colchester,May,680,Brown Trout,8.9
2021,Delaware,Beaver Kill,Colchester,May,250,Brown Trout,13.6
2021,Delaware,Beaver Kill,Colchester,May,190,Brown Trout,13.6
2021,Sullivan,Beaver Kill,Rockland,April,50,Brown Trout,13.7
2021,Sullivan,Beaver Kill,Rockland,April,430,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,April,80,Brown Trout,13.7
2021,Sullivan,Beaver Kill,Rockland,April,740,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,April,570,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,April,60,Brown Trout,13.7
2021,Sullivan,Beaver Kill,Rockland,June,240,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,June,195,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,June,315,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,570,Brown Trout,8.8
2021,Sullivan,Beaver Kill,Rockland,May,60,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,80,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,50,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,430,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,May,80,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,740,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,May,570,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,May,50,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,430,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,May,60,Brown Trout,14.1
2021,Sullivan,Beaver Kill,Rockland,May,740,Brown Trout,8.9
2021,Sullivan,Beaver Kill,Rockland,May,60,Brown Trout,13.1
2021,Sullivan,Beaver Kill,Rockland,May,50,Brown Trout,14.1
2021,Sullivan,Beaver Kill,Rockland,May,430,Brown Trout,8.8
2021,Sullivan,Beaver Kill,Rockland,May,80,Brown Trout,14.1
2021,Sullivan,Beaver Kill,Rockland,May,740,Brown Trout,8.8
2021,Sullivan,Beaver Kill,Rockland,May,570,Brown Trout,8.9
2021,Hamilton,Beaver Lake,Morehouse,May,1300,Brown Trout,8.4
2021,Cattaraugus,Beaver Meadow Creek,Ellicottville,April,290,Brown Trout,9.4
2021,Cattaraugus,Beaver Meadow Creek,Ellicottville,April,30,Brown Trout,13.1
2021,Oswego,Beaverdam Brook,Albion,April,157450,Steelhead,5.9
2021,Oswego,Beaverdam Brook,Albion,April,51700,Steelhead,4.6
2021,Oswego,Beaverdam Brook,Albion,April,105953,Coho,2.5
2021,Oswego,Beaverdam Brook,Albion,June,89687,Steelhead,1.0
2021,Hamilton,Beaverdam Pond,Morehouse,September,200,Brook Trout,3.7
2021,Ulster,Beer Kill,Wawarsing,April,100,Brown Trout,13.7
2021,Ulster,Beer Kill,Wawarsing,April,870,Brown Trout,8.9
2021,Suffolk,Belmont Lake,Babylon,April,250,Brown Trout,13.7
2021,Suffolk,Belmont Lake,Babylon,April,870,Rainbow Trout,8.9
2021,Suffolk,Belmont Lake,Babylon,April,190,Brown Trout,8.9
2021,Suffolk,Belmont Lake,Babylon,March,190,Brown Trout,8.8
2021,Suffolk,Belmont Lake,Babylon,March,650,Rainbow Trout,9.2
2021,Suffolk,Belmont Lake,Babylon,March,100,Brown Trout,13.2
2021,Allegany,Belmont Rod and Gun Club Pond,West Almond,April,50,Brook Trout,9.4
2021,Steuben,Bennett Creek,Greenwood,March,570,Brown Trout,8.8
2021,Steuben,Bennett Creek,Greenwood,March,60,Brown Trout,13.4
2021,Hamilton,Bennett Lake,Hope,September,1250,Brook Trout,3.9
2021,Franklin,Benz Pond,Waverly,October,700,Brook Trout,3.9
2021,Franklin,Bickford Pond,Santa Clara,October,500,Brook Trout,4.0
2021,Essex,Big Cherry Patch Pond,North Elba,October,1000,Brook Trout,4.0
2021,Lewis,Big Hill Pond,Diana,October,100,Brook Trout,4.6
2021,Franklin,Big Hope Pond,Franklin,October,700,Brook Trout,3.9
2021,Essex,Big Marsh Pond,North Hudson,September,1300,Brook Trout,3.9
2021,Herkimer,Big Moose Lake,Webb,April,2000,Lake Trout,6.3
2021,Herkimer,Big Moose Lake,Webb,April,1920,Brook Trout,8.7
2021,Delaware,Big Pond,Andes,April,220,Rainbow Trout,8.9
2021,Delaware,Big Pond,Andes,April,230,Brown Trout,8.9
2021,Delaware,Big Pond,Andes,August,21,Brown Trout,20.4
2021,Delaware,Big Pond,Andes,August,151,Brown Trout,15.7
2021,Delaware,Big Pond,Andes,August,292,Brown Trout,20.4
2021,Delaware,Big Pond,Andes,August,309,Brown Trout,15.7
2021,Delaware,Big Pond,Andes,November,200,Brown Trout,15.8
2021,Hamilton,Big Rock Lake,Morehouse,September,2500,Brook Trout,3.7
2021,Essex,Big Sherman Pond,Minerva,May,160,Brown Trout,8.3
2021,Essex,Big Sherman Pond,Minerva,October,500,Brook Trout,3.8
2021,St Lawrence,Big Trout Pond,Piercefield,October,3500,Brook Trout,4.0
2021,Cattaraugus,Birch Run Pond #1,Allegany,April,100,Brook Trout,9.3
2021,Clinton,Black Brook,Black Brook Wilmington Jay,April,380,Brook Trout,8.8
2021,Clinton,Black Brook,Black Brook Wilmington Jay,April,40,Brook Trout,8.8
2021,Ulster,Black Creek,Esopus,April,40,Brown Trout,13.4
2021,Ulster,Black Creek,Esopus,April,320,Brown Trout,8.8
2021,Lewis,Black Creek,New Bremen,May,850,Brook Trout,8.7
2021,Jefferson,Black Creek,Philadelphia,April,810,Brown Trout,8.8
2021,Jefferson,Black Creek,Philadelphia,April,90,Brown Trout,13.5
2021,Allegany,Black Creek,West Almond,April,90,Brown Trout,13.1
2021,Allegany,Black Creek,West Almond,April,780,Rainbow Trout,9.4
2021,Jefferson,Black Creek,Wilna Philadelphia,April,2040,Brown Trout,8.8
2021,Jefferson,Black Creek,Wilna Philadelphia,April,230,Brown Trout,13.5
2021,Hamilton,Black Creek Lake,Morehouse,September,400,Brook Trout,3.7
2021,Jefferson,Black Creek West Branch,Wilna,April,480,Brook Trout,8.8
2021,St Lawrence,Black Lake,Edwardsville,October,1400,Lake Sturgeon,0.4
2021,St Lawrence,Black Lake,Morristown,April,27000000,Walleye,0.1
2021,Hamilton,Black Mountain Pond,Indian Lake,October,200,Brook Trout,3.8
2021,Essex,Black Pond,Minerva,October,400,Brook Trout,3.8
2021,Essex,Black Pond,North Elba,October,500,Brook Trout,4.0
2021,St Lawrence,Black Pond,Piercefield,October,600,Brook Trout,4.0
2021,Franklin,Black Pond,Santa Clara,April,130,Rainbow Trout,9.0
2021,Franklin,Black Pond,Santa Clara,September,300,Brook Trout,4.0
2021,Oneida,Black River,Boonville,November,1250,Brown Trout,11.2
2021,Oneida,Black River,Boonville Forestport,May,1140,Brown Trout,13.5
2021,Oneida,Black River,Boonville Forestport,May,9290,Rainbow Trout,9.1
2021,Oneida,Black River,Forestport,May,1200,Brown Trout,8.5
2021,Oneida,Black River,Forestport,May,200,Brown Trout,13.5
2021,Oneida,Black River,Forestport,May,130,Brown Trout,13.5
2021,Oneida,Black River,Forestport,May,1800,Brook Trout,8.7
2021,Jefferson,Black River,Hounsfield,May,35000,Steelhead,5.2
2021,Jefferson,Black River,Hounsfield,May,500000,Chinook,3.5
2021,Essex,Black River,Lewis & Elizabethtown,May,40,Brook Trout,8.8
2021,Essex,Black River,Lewis & Elizabethtown,May,350,Brook Trout,8.8
2021,Lewis,Black River,Leyden Lyonsdale,April,1800,Rainbow Trout,9.6
2021,Lewis,Black River,Leyden Lyonsdale,May,4560,Rainbow Trout,9.6
2021,Lewis,Black River,Leyden Lyonsdale,May,1550,Rainbow Trout,10.1
2021,Lewis,Black River,Leyden Lyonsdale,May,980,Brown Trout,13.4
2021,Lewis,Black River,Leyden Lyonsdale,May,2286,Brook Trout,8.7
2021,Jefferson,Black River,Watertown,May,580,Brown Trout,13.1
2021,Jefferson,Black River,Watertown,May,5250,Brown Trout,8.6
2021,Essex,Black River,Westport,March,850,Brook Trout,8.0
2021,Essex,Bloody Pond,North Hudson,September,200,Brook Trout,3.9
2021,Hamilton,Blue Mountain Lake,Indian Lake,April,1300,Landlocked Salmon,6.5
2021,Hamilton,Blue Mountain Lake,Indian Lake,April,650,Lake Trout,6.4
2021,Hamilton,Blue Mountain Lake,Indian Lake,June,22500,Brook Trout,2.2
2021,Hamilton,Blue Mountain Lake,Indian Lake,October,21200,Brook Trout,3.7
2021,Hamilton,Blue Mountain Lake,Indian Lake,June,25540,Round Whitefish,1.0
2021,St Lawrence,Blue Pond,Colton,October,300,Brook Trout,4.0
2021,Hamilton,Bochen Lake,Morehouse,September,550,Brook Trout,3.8
2021,Putnam,Bog Brook Reservoir,Southeast,April,930,Brown Trout,8.8
2021,Putnam,Bog Brook Reservoir,Southeast,November,1000,Brown Trout,7.3
2021,St Lawrence,Bog River,Piercefield,May,600,Brook Trout,8.5
2021,Lewis,Bonaparte Lake,Diana,April,3160,Brown Trout,8.7
2021,Franklin,Bone Pond,Santa Clara,October,400,Brook Trout,4.0
2021,Cattaraugus,Bone Run,South Valley,April,330,Brown Trout,9.5
2021,Cattaraugus,Bone Run,South Valley,April,40,Brown Trout,13.1
2021,St Lawrence,Boottree Pond,Piercefield,October,600,Brook Trout,4.0
2021,Essex,Boquet River,Elizabethtown,April,500,Brown Trout,13.0
2021,Essex,Boquet River,Elizabethtown,March,300,Brook Trout,8.0
2021,Essex,Boquet River,Essex,April,800,Brown Trout,13.0
2021,Essex,Boquet River,Elizabethtown,April,330,Brook Trout,8.8
2021,Essex,Boquet River,Elizabethtown,April,2960,Brook Trout,8.8
2021,Essex,Boquet River,Lewis,April,500,Brown Trout,13.0
2021,Essex,Boquet River,Lewis & Elizabethtown,April,2990,Brown Trout,9.0
2021,Essex,Boquet River,Lewis & Elizabethtown,May,490,Brown Trout,12.8
2021,Essex,Boquet River,Lewis & Elizabethtown,April,58146,Landlocked Salmon,6.3
2021,Essex,Boreas River,Minerva,May,400,Rainbow Trout,13.0
2021,Essex,Boreas River,Minerva,May,1310,Brown Trout,8.8
2021,Essex,Boreas River,Minerva,May,150,Brown Trout,13.1
2021,Essex,Boreas River,Minerva,May,400,Brown Trout,13.0
2021,Essex,Boreas River,Minerva,May,440,Brown Trout,8.5
2021,Essex,Boreas River,Minerva,May,60,Brown Trout,13.0
2021,Essex,Boreas River,North Hudson,April,300,Brook Trout,8.0
2021,Essex,Boreas River,North Hudson,April,300,Brown Trout,13.0
2021,Essex,Boreas River,North Hudson,April,400,Rainbow Trout,13.0
2021,Essex,Boreas River,North Hudson,September,500,Rainbow Trout,15.0
2021,Essex,Boreas River,North Hudson,September,250,Rainbow Trout,15.0
2021,Warren,Botheration Pond,Johnsburg,May,280,Brown Trout,8.3
2021,Chenango,Bowman Lake,Mcdonough,April,1390,Rainbow Trout,8.8
2021,Chenango,Bowman Lake,Mcdonough,April,340,Brook Trout,8.2
2021,Franklin,Boy Scout Clear Pond,Duane,May,180,Splake,8.5
2021,Oneida,Brandy Lake,Forestport,October,500,Brook Trout,3.9
2021,Warren,Brant Lake,Horicon,June,3070,Brown Trout,8.4
2021,Warren,Brant Lake,Horicon,June,6000,Brown Trout,9.0
2021,Warren,Brant Lake,Horicon,May,2870,Rainbow Trout,9.2
2021,Herkimer,Brewer Lake,Webb,October,400,Brook Trout,3.9
2021,St Lawrence,Bridgebrook Pond,Piercefield,October,2000,Brook Trout,4.0
2021,Fulton,Broomstick Lake,Caroga,September,530,Brook Trout,3.8
2021,Essex,Brother Ponds,Moriah,September,500,Brook Trout,3.9
2021,Hamilton,Brown Lake,Arietta,September,350,Brook Trout,4.1
2021,Hamilton,Brown Pond,Indian Lake,October,250,Brook Trout,3.8
2021,Warren,Browns Pond,Hague,April,100,Brook Trout,9.7
2021,Herkimer,Bubb Lake,Webb,October,840,Brook Trout,3.8
2021,Hamilton,Buck Pond,Morehouse,September,400,Brook Trout,3.7
2021,Herkimer,Buck Pond,Webb,October,300,Brook Trout,4.0
2021,Herkimer,Buck Pond,Webb,September,500,Brook Trout,3.8
2021,Hamilton,Buckhorn Pond,Wells,September,600,Brook Trout,3.9
2021,Wyoming,Buffalo Creek,Java,March,50,Brown Trout,13.3
2021,Wyoming,Buffalo Creek,Java,March,430,Rainbow Trout,9.2
2021,Erie,Buffalo Creek,West Seneca,March,5000,Steelhead,5.4
2021,Erie,Buffalo River,West Seneca,April,5000,Steelhead,6.4
2021,Hamilton,Bug Lake,Inlet,September,3200,Brook Trout,3.8
2021,Orange,Bull Pond,Highlands,April,700,Brook Trout,8.9
2021,Orange,Bull Pond,Highlands,April,740,Brown Trout,8.7
2021,Hamilton,Bullhead Pond,Indian Lake,May,260,Rainbow Trout,8.5
2021,Hamilton,Bullhead Pond,Indian Lake,October,650,Brook Trout,3.8
2021,Washington,Bumps Pond,Dresden,September,180,Brook Trout,3.9
2021,Essex,Burge Pond,Schroon,September,300,Brook Trout,3.9
2021,Jefferson,Butterfield Lake,Theresa Alexandria,April,3020000,Walleye,0.3
2021,Warren,Buttermilk Pond,Horicon,September,600,Brook Trout,3.9
2021,Onondaga,Butternut Creek,,April,150,Brown Trout,17.8
2021,Onondaga,Butternut Creek,,April,600,Brown Trout,12.0
2021,Onondaga,Butternut Creek,,April,900,Brown Trout,9.0
2021,Onondaga,Butternut Creek,,April,600,Brook Trout,9.0
2021,Onondaga,Butternut Creek,,April,500,Brown Trout,12.0
2021,Onondaga,Butternut Creek,,April,600,Brown Trout,9.0
2021,Onondaga,Butternut Creek,,April,900,Brown Trout,12.0
2021,Onondaga,Butternut Creek,,March,200,Brown Trout,0.4
2021,Onondaga,Butternut Creek,,March,450,Brook Trout,9.0
2021,Onondaga,Butternut Creek,,March,400,Brown Trout,12.0
2021,Onondaga,Butternut Creek,,March,500,Brown Trout,12.0
2021,Onondaga,Butternut Creek,,March,1500,Brown Trout,9.0
2021,Onondaga,Butternut Creek,,March,1400,Brown Trout,9.0
2021,Onondaga,Butternut Creek,,March,600,Brook Trout,9.2
2021,Onondaga,Butternut Creek,,March,200,Brown Trout,17.8
2021,Herkimer,Cage Lake,Webb,October,1000,Brook Trout,4.0
2021,Allegany,California Hollow Brook,Bolivar,March,50,Brown Trout,13.3
2021,Allegany,California Hollow Brook,Bolivar,March,440,Brown Trout,9.4
2021,Sullivan,Callicoon Creek,Delaware,April,620,Brown Trout,8.9
2021,Sullivan,Callicoon Creek,Delaware,April,70,Brown Trout,13.7
2021,Sullivan,Callicoon Creek East Branch,Callicoon,April,40,Brown Trout,13.7
2021,Sullivan,Callicoon Creek East Branch,Callicoon,April,370,Brown Trout,8.9
2021,Sullivan,Callicoon Creek East Branch,Delaware,April,130,Brown Trout,13.7
2021,Sullivan,Callicoon Creek East Branch,Delaware,April,1210,Brown Trout,8.9
